Catalog Number,Barcode,Catalog,Class,Order,Family,Scientific Name,Type Status,Type Citation,Other Identifications,Sex and Stage,Preparation,Bioregion,Distribution,Country,Province/State,District/County,Precise Locality,Elevation (m),Centroid Latitude,Centroid Longitude,Field Number,Collector(s),Collecting Date,Specimen Count,Record Status,Genetic Sample Type,Biorepository Number,Bold ID,GenBank Numbers,Preservation Method,Embargo?,Depleted?,Record Last Modified,EZID
USNMENT  1570960,USNMENT01570960,Inquire Types,Insecta,Hymenoptera,Figitidae,Acanthaegilips brasiliensis Ashmead,,,,,,,,United States,Florida,Pinellas,St. Petersburg,,27.7731,-82.64,,[Not Stated],(9 March),1,"Unreviewed, Aug 2009, legacy data of uncertain quality.",,,,,,,,1/14/2020 20:39,http://n2t.net/ark:/65665/3f1b7e470-3785-485a-b726-a065d3432ec4
,,Entomology Types,Insecta,Hemiptera,Saldidae,"Acanthia hirta Say, 1832",Neotype,,,1 Adult Male,Pinned,,,United States,Florida,[Not Stated],9 Miles north of Flamingo,,25.2308,-80.8258,,"Polhemus, J. T.",4 Feb 1968 (II-4-1968),1,"Reviewed, 29 Sep 2009, reviewed by T.Henry, SEL.",,,,,,,,11/4/2016 17:35,http://n2t.net/ark:/65665/332338533-76ed-4ec6-b0eb-ef5076cd1896
,,Entomology Types,Insecta,Hemiptera,Saldidae,"Acanthia humilis Say, 1832",Neotype,,,1 Adult Male,Pinned,,,United States,Florida,Brevard,Cocoa Beach,,28.1519,-80.595,,"Polhemus, J. T.","15 Aug 1962 (VIII-15,1962)",1,"Reviewed, 29 Sep 2009, reviewed by T.Henry, SEL.",,,,,,,,11/4/2016 17:35,http://n2t.net/ark:/65665/38551f1b6-2b44-4f52-b1cb-982ae456687c
,,Entomology Types,Insecta,Hemiptera,Saldidae,"Acanthia interstitialis Say, 1825",Neotype,,,,Pinned,,,United States,Missouri,Buchanan,St. Joseph,,39.7581,-94.8367,,[Not Stated],([Not Stated]),1,"Reviewed, 29 Sep 2009, reviewed by T.Henry, SEL.",,,,,,,,11/4/2016 17:47,http://n2t.net/ark:/65665/3b35dc593-d2cf-40b8-8496-1da9227256fe
,,Entomology Types,Insecta,Hemiptera,Saldidae,"Acanthia lugubris Say, 1832",Neotype,,,1 Adult Male,Pinned,,,United States,Iowa,Story,Ames,,42.0014,-93.62,,"Polhemus, J. T.; Polhemus, T.",28 Mar 1945 (5-28-45),1,"Reviewed, 29 Sep 2009, reviewed by T.Henry, SEL.",,,,,,,,11/4/2016 17:39,http://n2t.net/ark:/65665/3fbc07fc4-7c7c-43d2-93a8-12aa305e758a
,,Entomology Types,Insecta,Coleoptera,Anthicidae,"Acanthinus glareosus Werner, 1966",Holotype,Werner. 1966. Annals of the Entomological Society of America. 59 (1): 1275.,,1 Adult Male,Pinned,,,United States,Florida,Miami-Dade,Miami,,25.7753,-80.2089,,"Kirk, V. M.",19-Nov-61,1,"Data submitted by specialist, Sep 2012.",,,,,,,,4/24/2013 20:21,http://n2t.net/ark:/65665/33e699f44-2fc7-437e-aaf1-9715fe364946
,,Inquire Types,Insecta,Orthoptera,Acrididae,Acanthlurus piperatus Scudder,Type,,,1 Female,Pinned,,,United States,New Mexico,Dona Ana,"Organ Mountains, La Cueva",1615,32.3333,-106.582,,Townsend,,1,"Unreviewed, Aug 2009, legacy data of uncertain quality.",,,,,,,,10/6/2015 18:19,http://n2t.net/ark:/65665/3315cd056-cca3-48cd-b6b5-5de17daf94d5
,,Inquire Types,Insecta,Orthoptera,Tettigoniidae,Acanthocara similis Thomas,Type,,,1 Female,Pinned,,,United States,Florida,[Not Stated],[Not Stated],,,,,[Not Stated],,1,"Unreviewed, Aug 2009, legacy data of uncertain quality.",,,,,,,,10/6/2015 18:15,http://n2t.net/ark:/65665/368ae22f1-e335-4c7d-b70f-7b7d22098414
USNMENT   871233,USNMENT00871233,Entomology Types,Insecta,Hemiptera,Tingidae,Acanthochila exquisita Uhler,Syntype,,,1 Adult Male,Pinned,,,United States,Florida,[Not Stated],Biscayne Bay,,25.5658,-80.2164,,Heidemann,([Not Stated]),1,"Reviewed, 29 Sep 2009, reviewed by T.Henry, SEL.",,,,,,,,4/13/2017 14:11,http://n2t.net/ark:/65665/3aa47563a-a02e-4691-ade8-8399c29df527
USNMENT  1234705,USNMENT01234705,Inquire Types,Insecta,Diptera,Anthomyiidae,"Acanthocnema ruficauda Curran, 1929",Holotype,,,1 Male,Pinned,,,United States,Colorado,[Not Stated],Tennessee Pass,3121,39.3625,-106.311,,"Aldrich, J. M.",,1,"Unreviewed, Aug 2009, legacy data of uncertain quality.",,,,,,,,3/18/2016 18:51,http://n2t.net/ark:/65665/38cf8555c-43b1-45bb-8cbc-a24cca947f72
,,Inquire Types,Insecta,Hymenoptera,Pamphiliidae,Acantholyda (Acantholyda) pini Rohwer,Type,,,,,,,United States,District of Columbia,,Washington,,38.8951,-77.0364,,Hopkins,26 Apr 1903 (4-26-03),1,"Unreviewed, Aug 2009, legacy data of uncertain quality.",,,,,,,,1/7/2014 17:31,http://n2t.net/ark:/65665/303c22af7-4a1f-4acc-887f-afdaa40df3a3
,,Inquire Types,Insecta,Hymenoptera,Pamphiliidae,Acantholyda burkei Middlekauff,Holotype,,,,,,,United States,California,Monterey,Pacific Grove,,36.6178,-121.917,,"Burke, H. E.",29 Apr 1925 (4/29/25),1,"Unreviewed, Aug 2009, legacy data of uncertain quality.",,,,,,,,1/7/2014 17:43,http://n2t.net/ark:/65665/3c18ef5c5-8aec-499b-a0d8-a8e0393c9754
USNMENT   779386,USNMENT00779386,Entomology Types,Insecta,Hymenoptera,Pamphiliidae,"Acantholyda pini Rohwer, 1911",Holotype,,,1 Adult Female,Pinned,,,United States,District of Columbia,,Washington,,38.8951,-77.0364,,"Hopkins, A.",26-Apr-03,1,"Reviewed, Dec 2012, Reviewed by Michael Gates, USDA SEL.",,,,,,,,8/5/2013 22:06,http://n2t.net/ark:/65665/342b2c346-ce3a-48a3-a516-2e2de0274811
,,Inquire Types,Insecta,Hymenoptera,Pamphiliidae,Acantholyda thalictra Middlekauff,Holotype,,,,,,,United States,Texas,,[Not Stated],,,,,[Not Stated],([Not stated]),1,"Unreviewed, Aug 2009, legacy data of uncertain quality.",,,,,,,,1/7/2014 17:43,http://n2t.net/ark:/65665/3d66c8b00-114a-4e73-a26b-e87b68a8b6e4
USNMENT   778292,USNMENT00778292,Entomology Types,Insecta,Hymenoptera,Pamphiliidae,"Acantholyda thalictra Middlekauff, 1958",Holotype,,,1 Adult Female,Pinned,,,United States,Texas,[Not Stated],[Not Stated],,,,,[Not Stated],,1,"Reviewed, Dec 2012, Reviewed by Michael Gates, USDA SEL.",,,,,,,,8/5/2013 13:23,http://n2t.net/ark:/65665/38acab8de-a8a4-4f78-b330-b0b284611ce0
,,Entomology Types,Insecta,Hemiptera,Berytidae,"Acanthophysa echinata Uhler, 1893",Neotype,261,,1 Adult Male,Pinned,,,United States,California,Los Angeles,[Not Stated],,34.05,-118.25,,Coquillett,([Not Stated]),1,"Reviewed, 19 Apr 2007, reviewed by T.Henry, SEL.",,,,,,,,11/4/2016 17:54,http://n2t.net/ark:/65665/3541d635b-f75c-4a24-a9cf-20135b772417
,,Entomology Types,Insecta,Hemiptera,Berytidae,"Acanthophysa idaho Harris, 1941",Holotype,,,1 Adult Male,Pinned,,,United States,Idaho,Idaho,Grangeville,,45.92,-116.12,,"Harris, H. M.","20 Jun 1938 (June 20,1938)",1,"Reviewed, 29 Sep 2009, reviewed by T.Henry, SEL.",,,,,,,,11/4/2016 17:41,http://n2t.net/ark:/65665/3a7761e6e-d351-41aa-b9c7-c406844f96fc
,,Entomology Types,Insecta,Lepidoptera,Acanthopteroctetidae,"Acanthopteroctetes aurulenta Davis, 1984",Holotype,"Davis, D. R. 1984. J. Lepid. Soc. 38 (1): 47.",,Male,Pinned,,,United States,Utah,Sanpete,Head Ephraim Canyon,3048 - 3139,39.3419,-111.549,,"Hodges, R. W.","1 Aug 1981 (Aug. 1, 1981)",1,"Reviewed, Jan 2011, John W. Brown, USDA SEL.",,,,,,,,4/15/2011 14:53,http://n2t.net/ark:/65665/3a1ab442f-6cee-4f55-8710-d05c9286e43e
,,Entomology Types,Insecta,Coleoptera,Bruchidae,"Acanthoscelides baboquivari Johnson, 1974",Holotype,Johnson. 1974. Journal of the Kansas Entomological Society. 47 (2): 268.,,1 Adult,Pinned,,,United States,Arizona,Pima,Kitt Peak,1524,31.965,-111.599,,"Johnson, C. D.",5-Oct-72,1,"Data submitted by specialist, Sep 2012.",,,,,,,,1/9/2014 20:00,http://n2t.net/ark:/65665/3a1048e7a-c8da-4bae-9d3b-14cd043563ab
,,Entomology Types,Insecta,Coleoptera,Bruchidae,"Acanthoscelides daleae Johnson, 1970",Holotype,Johnson. 1970. University of California Publications in Entomology. 59: 48.,,1 Adult,Pinned,,,United States,California,San Bernardino,8 miles west of Needles,,34.848,-114.756,,"Johnson, C. D.",17 Jul 1964 (VII-17-64),1,"Data submitted by specialist, Sep 2012.",,,,,,,,1/9/2014 20:00,http://n2t.net/ark:/65665/3492934c6-df0c-42b5-a5be-f3eb9c839dae
,,Entomology Types,Insecta,Coleoptera,Bruchidae,"Acanthoscelides johnique Johnson, 1986",Holotype,Johnson. 1986. The Coleopterists Bulletin. 40 (3): 265-267.,,1 Adult Male,Pinned,,,United States,Puerto Rico,San Juan,San Juan,,18.4064,-66.0639,,"Hatchett, J.","7 Nov 1966 (Nov. 7, 1966)",1,"Data submitted by specialist, Sep 2012.",,,,,,,,1/9/2014 18:50,http://n2t.net/ark:/65665/3e05a432d-5bd0-4278-8d2f-8ab9b8915e1f
,,Entomology Types,Insecta,Coleoptera,Bruchidae,"Acanthoscelides margaretae Johnson, 1970",Holotype,Johnson. 1970. University of California Publications in Entomology. 59: 58.,,1 Adult,Pinned,,,United States,California,San Mateo,Pompomia Beach; 10 miles south of Half Moon Bay,,37.2998,-122.406,,"Johnson, C. D.",10 Oct 1965 (X-10-65),1,"Data submitted by specialist, Sep 2012.",,,,,,,,1/9/2014 20:00,http://n2t.net/ark:/65665/3b92957cd-dddb-435b-8572-859cd70502e8
,,Entomology Types,Insecta,Coleoptera,Bruchidae,"Acanthoscelides napensis Johnson, 1970",Holotype,Johnson. 1970. University of California Publications in Entomology. 59: 63.,,1 Adult,Pinned,,,United States,California,Napa,9 miles southeast of Pope Valley,,38.5229,-122.31,,"Johnson, C. D.",20 Jul 1965 (20-VII-1965),1,"Data submitted by specialist, Sep 2012.",,,,,,,,1/9/2014 19:49,http://n2t.net/ark:/65665/3e6f31460-b35b-4d0d-b884-bd6df210b87d
,,Entomology Types,Insecta,Coleoptera,Bruchidae,"Acanthoscelides obrienorum Johnson, 1970",Holotype,Johnson. 1970. University of California Publications in Entomology. 59: 65.,,1 Adult,Pinned,,,United States,Arizona,Pima,"Box Canyon, Santa Rita Mountains",,31.8017,-110.808,,"O'Brien, C. W.; O'Brien, L. B.",14 Sep 1964 (IX.14.1964),1,"Data submitted by specialist, Sep 2012.",,,,,,,,1/9/2014 20:00,http://n2t.net/ark:/65665/370a5e014-a1c1-425c-95f9-14e7cb82b8e1
,,Entomology Types,Insecta,Coleoptera,Bruchidae,"Acanthoscelides oregonensis Johnson, 1970",Holotype,Johnson. 1970. University of California Publications in Entomology. 59: 69.,,1 Adult,Pinned,,,United States,Oregon,Malheur,Ontario,,44.0269,-116.969,,[Not Stated],2 Jul 1919 (7.2.19),1,"Data submitted by specialist, Sep 2012.",,,,,,,,1/9/2014 20:00,http://n2t.net/ark:/65665/3ddb100b9-2268-4851-b494-090ff8a54616
,,Entomology Types,Insecta,Coleoptera,Bruchidae,"Acanthoscelides subaequalis Johnson, 1970",Holotype,Johnson. 1970. University of California Publications in Entomology. 59: 85.,,1 Adult,Pinned,,,United States,Arizona,Pima,Sabino Canyon; Santa Catalina Mountains,,32.3225,-110.81,,"Beal, R. S.",27 Aug 1966 (27-VII-66),1,"Data submitted by specialist, Sep 2012.",,,,,,,,1/9/2014 20:00,http://n2t.net/ark:/65665/36f91436c-2d1a-4528-b43a-2db06c065e5f
,,Entomology Types,Insecta,Coleoptera,Bruchidae,"Acanthoscelides tenuis Bottimer, 1935",Holotype,,,1 Adult Male,Pinned,,,United States,Texas,Brazroria,Pearland,,,,,"Bottimer, L. J.",11 Mar 1925 (11 MARCH '25),1,"Data submitted by specialist, Sep 2012.",,,,,,,,1/9/2014 19:53,http://n2t.net/ark:/65665/329d6b23a-66ca-4850-b6b8-ff521cda8393
,,Entomology Types,Insecta,Coleoptera,Curculionidae,"Acanthoscelis mendicus Dietz, 1896",Type,Dietz. 1896. Transactions of the American Entomological Society. 23: 400.,,1 Adult,Pinned,,,United States,Texas,,Columbus,,,,,Hubbard; Schwarz,,1,"Data submitted by specialist, Sep 2012.",,,,,,,,1/9/2014 19:49,http://n2t.net/ark:/65665/34bd87af6-77f9-4553-b32d-292e745ad91e
536699,536699,Entomology Types,Insecta,Hymenoptera,Megachilidae,"Acanthosmioides ashmeadii Titus, 1904",Type,1904. Proceedings of the Entomological Society of America. 6: 101.,,1 Male,Pinned,,,United States,Oregon,Polk,Dallas,,44.9211,-123.316,,"Ashmead, W. H.",,1,"Reviewed, Nov 2008, Natapot Warrit.",,,,,,,,1/7/2014 17:29,http://n2t.net/ark:/65665/355c9e65d-8786-4b6e-8e77-225567759254
539632,539632,Entomology Types,Insecta,Hymenoptera,Megachilidae,"Acanthosmioides ashmeadii Titus, 1904",Type,1904. Proceedings of the Entomological Society of America. 6: 101.,,1 Male,Slide,,,United States,Oregon,Polk,Dallas,,44.9211,-123.316,,"Ashmead, W. H.",,1,"Reviewed, Nov 2008, Natapot Warrit.",,,,,,,,1/7/2014 17:29,http://n2t.net/ark:/65665/3b1dbafe7-f9bc-4513-9e33-6653c884d225
,,Inquire Types,Insecta,Thysanoptera,Phlaeothripidae,"Acanthothrips albivittatus Hood, 1973",Holotype,,,,,,,United States,Illinois,McLean,Bloomington,,40.4842,-88.9937,,"Glasgow, H.","10 Jul 1908 (JULY 10,1908)",1,"Unreviewed, Aug 2009, legacy data of uncertain quality.",,,,,,,,9/2/2009 13:15,http://n2t.net/ark:/65665/39600c539-90f8-48a9-a8b4-5302df209898
,,Inquire Types,Insecta,Thysanoptera,Phlaeothripidae,"Acanthothrips perileucus Hood, 1973",Paratype,,,,,,,United States,Arizona,Cochise,5 miles west of Portal; Chiricahua Mountains,,31.8839,-109.206,,"Hood, J. D.",19-Jun-55,1,"Unreviewed, Aug 2009, legacy data of uncertain quality.",,,,,,,,10/13/2015 20:39,http://n2t.net/ark:/65665/339dd36d9-fd94-4b11-bc98-29980b004c0e
,,Inquire Types,Insecta,Thysanoptera,Phlaeothripidae,"Acanthothrips perileucus Hood, 1973",Allotype,,,,,,,United States,Arizona,Cochise,5 miles west of Portal; Chiricahua Mountains,,31.8839,-109.206,,"Hood, J. D.",18-Jun-55,1,"Unreviewed, Aug 2009, legacy data of uncertain quality.",,,,,,,,10/13/2015 20:39,http://n2t.net/ark:/65665/30a5a2c34-9ecf-416b-9c41-d11a9e4d924a
,,Inquire Types,Insecta,Thysanoptera,Phlaeothripidae,"Acanthothrips perileucus Hood, 1973",Paratype,,,,Slide,,,United States,Arizona,Cochise,5 miles west of Portal; Chiricahua Mountains,,31.8839,-109.206,,"Hood, J. D.",18-Jun-55,1,"Unreviewed, Aug 2009, legacy data of uncertain quality.",,,,,,,,10/13/2015 20:39,http://n2t.net/ark:/65665/3505fbfa2-9763-4013-bf58-965e1a8c5e8f
,,Inquire Types,Insecta,Thysanoptera,Phlaeothripidae,"Acanthothrips perileucus Hood, 1973",Holotype,,,,,,,United States,Arizona,Cochise,5 miles west of Portal; Chiricahua Mountains,,31.8839,-109.206,,"Hood, J. D.",19-Jun-55,1,"Unreviewed, Aug 2009, legacy data of uncertain quality.",,,,,,,,9/2/2009 13:15,http://n2t.net/ark:/65665/323d37642-dbcb-4798-a40c-4a218d12d41e
,,Entomology Types,Insecta,Hemiptera,Aradidae,"Acaricoris clausus Drake & Kormilev, 1958",Holotype,1958. Annals of the Entomological Society of America. 51: 244.,,1,Pinned,,,United States,Puerto Rico,Mayagüez,Mayagüez,,18.2011,-67.1397,,"Maldonado Capriles, J.",([Not Stated]),1,"Reviewed, 22 Sep 2009, reviewed by T.Henry, SEL.",,,,,,,,11/4/2016 17:28,http://n2t.net/ark:/65665/31ef269bc-3d0f-42af-b778-62ded334d3aa
,,Entomology Types,Insecta,Hemiptera,Aradidae,"Acariocoris ignotus Harris & Drake, 1944",Holotype,,,1 Adult Female,Pinned,,,United States,Louisiana,[Not Stated],"Kisatchie National Forest, Winnfield",,31.8678,-92.5856,,"Shelford, V. E.",13 Jul 1943 (7/13/43),1,"Reviewed, 29 Sep 2009, reviewed by T.Henry, SEL.",,,,,,,,11/4/2016 17:49,http://n2t.net/ark:/65665/3af6f2166-45fc-454d-b321-9af553698a0e
,,Entomology Types,Arachnida,Acari,Halacaridae,Acarothrix ampliata Unknown,Holotype,,,1 Male,slide,,,United States,Florida,[Not Stated],"Tampa Bay, Little Manatee River",,27.7122,-82.4614,,[Not Stated],12-Sep-03,1,"Data submitted by specialist, Aug 2009.",,,,,,,,10/13/2015 18:15,http://n2t.net/ark:/65665/3ee8985a0-4c7c-44cf-a3cf-5ab7d4e75cdc
USNMENT   834171,USNMENT00834171,Entomology Types,Insecta,Lepidoptera,Geometridae,"Acasis februalis Dyar, 1923",Syntype,1923. Insecutor Inscit. Menstr. 11: 21.,,1 male,Pinned; Slide,,,United States,California,San Diego,San Diego,,32.7153,-117.157,,"Coolidge, K. R.",14-Feb-20,1,"Reviewed, 2010.",,,,,,,,1/18/2018 17:00,http://n2t.net/ark:/65665/338d36760-4786-477a-a8ab-86fcca2e6df7
,,Entomology Types,Insecta,Diptera,Tachinidae,"Acaulona erythropyga Sabrosky, 1950",Holotype,,,1 male,Pinned,,,United States,Puerto Rico,Guayanilla,Guayanilla,,18.0192,-66.7919,,[Not Stated],3-Nov-49,1,"Unreviewed, Aug 2009, legacy data of uncertain quality.. Reviewed, 13 Oct 2011, Reviewed by M. Wood.",,,,,,,,3/26/2014 19:33,http://n2t.net/ark:/65665/3604365c1-af83-41ba-8267-9366161b4ed5
,,Entomology Types,Insecta,Diptera,Tachinidae,"Acemyia dentata Coquillett, 1895",Syntype,,,4 Female,Pinned,,,United States,California,Los Angeles,[Not Stated],,34.3213,-118.225,,"Coquillett, D.",,4,"Reviewed, 26 Apr 2012, Reviewed by M. Wood.",,,,,,,,3/27/2014 19:42,http://n2t.net/ark:/65665/34da82149-1854-43d6-994c-6191624b9bd9
,,Entomology Types,Insecta,Diptera,Tachinidae,"Acemyia tibialis Coquillett, 1897",Holotype,,,1 Female,Pinned,,,United States,California,[Not Stated],Santa Cruz Mountains,,37.1138,-121.953,,[Not Stated],,1,"Reviewed, 26 Apr 2012, Reviewed by M. Wood.",,,,,,,,3/27/2014 19:20,http://n2t.net/ark:/65665/3ef5b895a-6cad-4b1f-bd4f-14d95f0132a8
,,Entomology Types,Insecta,Coleoptera,Curculionidae,"Acentrinops brevicollis Casey, 1920",Type,Casey. 1920. Memoirs on the Coleoptera. IX: 457.,,1 Adult Male,Pinned,,,United States,Texas,,Alpine; Tex; 4400-6000 ft.,,,,,Wickham,20-Jul-22,1,"Data submitted by specialist, Sep 2012.",,,,,,,,1/9/2014 15:49,http://n2t.net/ark:/65665/399012a23-8b55-43b7-946f-b3b62f866385
,,Inquire Types,Insecta,Hemiptera,Cicadellidae,Aceratagallia abrupta Oman,Type,,,,,,,United States,Arizona,Yuma,"Yuma, near Colorado River",,32.73,-114.631,,"Morrison, H.","17 Jun 1915 (JUNE 17, 1915)",1,"Unreviewed, Aug 2009, legacy data of uncertain quality.",,,,,,,,10/7/2015 19:38,http://n2t.net/ark:/65665/30d48e318-014f-4b7c-92fe-bbd1cf7cd008
,,Inquire Types,Insecta,Hemiptera,Cicadellidae,Aceratagallia accola Oman,Type,,,,,,,United States,District of Columbia,,Washington,,38.8951,-77.0364,,[Not Stated],28 May 1932 (5-28-32),1,"Unreviewed, Aug 2009, legacy data of uncertain quality.",,,,,,,,10/7/2015 19:41,http://n2t.net/ark:/65665/3144922f8-2938-4570-8f46-91a675a0cd22
,,Inquire Types,Insecta,Hemiptera,Cicadellidae,Aceratagallia arida Oman,Type,,,,,,,United States,Colorado,[Not Stated],[Not Stated],,,,,[Not Stated],,1,"Unreviewed, Aug 2009, legacy data of uncertain quality.",,,,,,,,10/7/2015 19:43,http://n2t.net/ark:/65665/301bffcc0-76ca-478e-aa3f-e76ec80b8503
,,Inquire Types,Insecta,Hemiptera,Cicadellidae,Aceratagallia calcaris Oman,Type,,,,,,,United States,Colorado,,Rocky Ford,,38.0525,-103.72,,[Not Stated],7 Aug 1912 (7 AUG '12),1,"Unreviewed, Aug 2009, legacy data of uncertain quality.",,,,,,,,10/7/2015 20:14,http://n2t.net/ark:/65665/3f6226bd3-4e7c-4e6a-90c2-57c64375a48f
,,Inquire Types,Insecta,Hemiptera,Cicadellidae,Aceratagallia curta Oman,Holotype,,,,,,,United States,Arizona,Pima,Tucson,,32.2217,-110.926,,"Ball, E. D.",21-Jun-30,1,"Unreviewed, Aug 2009, legacy data of uncertain quality.",,,,,,,,10/7/2015 19:36,http://n2t.net/ark:/65665/39c64d9fa-2115-469b-b1fa-02c836e719ef
,,Inquire Types,Insecta,Hemiptera,Cicadellidae,Aceratagallia curvata Oman,Type,,,,,,,United States,Oregon,[Not Stated],[not stated],,,,,[Not Stated],,1,"Unreviewed, Aug 2009, legacy data of uncertain quality.",,,,,,,,10/7/2015 19:43,http://n2t.net/ark:/65665/32a5602dd-8d27-4c3d-893d-704a5b39ce26
,,Inquire Types,Insecta,Hemiptera,Cicadellidae,Aceratagallia dondia Oman,Type,,,,,,,United States,California,Riverside,Thermal,,33.6403,-116.139,,"Marsh, H. O.",13 Feb 1913 (FEB. 13. 1913),1,"Unreviewed, Aug 2009, legacy data of uncertain quality.",,,,,,,,10/7/2015 20:09,http://n2t.net/ark:/65665/346d0b72a-7fbe-4671-855b-9888d9adc972
,,Inquire Types,Insecta,Hemiptera,Cicadellidae,Aceratagallia grisea Oman,Holotype,,,,,,,United States,Arizona,Cochise,Huachuca Mountains,,31.4,-110.3,,Oman,11-Jun-33,1,"Unreviewed, Aug 2009, legacy data of uncertain quality.",,,,,,,,10/7/2015 19:51,http://n2t.net/ark:/65665/3d1087dc0-03df-4271-bdd5-92cae9e220f6
,,Inquire Types,Insecta,Hemiptera,Cicadellidae,Aceratagallia helveola Oman,Type,,,,,,,United States,Nevada,Clark,Overton,,36.5431,-114.446,,"Fox, D. E.","12 Jun 1929 (JUNE 12, 1929)",1,"Unreviewed, Aug 2009, legacy data of uncertain quality.",,,,,,,,10/7/2015 20:09,http://n2t.net/ark:/65665/370466454-82b9-44c1-a65b-415257bdaea8
,,Inquire Types,Insecta,Hemiptera,Cicadellidae,Aceratagallia humilis Oman,Type,,,,,,,United States,Kansas,Anderson,Garnett,,38.2828,-95.2408,,"Oman, P. W.",20 Jun 1931 (6-20-1931),1,"Unreviewed, Aug 2009, legacy data of uncertain quality.",,,,,,,,10/7/2015 19:58,http://n2t.net/ark:/65665/3517e1f43-4ec2-4361-8cd9-56f24c6a1dd0
,,Inquire Types,Insecta,Hemiptera,Cicadellidae,Aceratagallia lobata Oman,Type,,,,,,,United States,Nevada,Clark,Glendale,,36.6653,-114.567,,"Fox, D. E.",5 May 1929 (MAY 5 1929),1,"Unreviewed, Aug 2009, legacy data of uncertain quality.",,,,,,,,10/7/2015 19:46,http://n2t.net/ark:/65665/3f453defd-b19d-4191-8a4d-dbdc6a32379d
,,Inquire Types,Insecta,Hemiptera,Cicadellidae,Aceratagallia nanella Oman,Type,,,,,,,United States,Arizona,Cochise,[Not Stated],,31.8806,-109.754,,[Not Stated],,1,"Unreviewed, Aug 2009, legacy data of uncertain quality.",,,,,,,,10/7/2015 19:46,http://n2t.net/ark:/65665/3df2c8320-2c47-4540-acbb-0596b215dc25
,,Inquire Types,Insecta,Hemiptera,Cicadellidae,Aceratagallia obscura Oman,Type,,,,,,,United States,California,Yolo,Davis,,38.545,-121.741,,"Parker, W. B.",25 May 1917 (MAY 25. 17),1,"Unreviewed, Aug 2009, legacy data of uncertain quality.",,,,,,,,10/7/2015 19:36,http://n2t.net/ark:/65665/32e5af785-2995-4d58-9023-fc1fb0da7413
,,Inquire Types,Insecta,Hemiptera,Cicadellidae,Aceratagallia ovata Oman,Holotype,,,,,,,United States,Arizona,Yavapai,Yarnell Heights,,34.2225,-112.75,,Oman,29-Jun-33,1,"Unreviewed, Aug 2009, legacy data of uncertain quality.",,,,,,,,10/7/2015 19:51,http://n2t.net/ark:/65665/3d4a202f6-cb8d-4578-aa1a-699eea0e6b29
,,Inquire Types,Insecta,Hemiptera,Cicadellidae,Aceratagallia pallida Oman,Type,,,,,,,United States,Utah,Washington,St. George,,37.1042,-113.584,,"Fox, D. E.","3 Sep 1929 (SEPT. 3, 1929)",1,"Unreviewed, Aug 2009, legacy data of uncertain quality.",,,,,,,,10/7/2015 19:46,http://n2t.net/ark:/65665/3430548c4-c81b-4c44-8342-f541de28242d
,,Inquire Types,Insecta,Hemiptera,Cicadellidae,Aceratagallia robusta Oman,Type,,,,,,,United States,Nevada,Clark,Las Vegas,,36.175,-115.136,,"Fox, D. E.","6 Jul 1929 (JULY 6, 1929)",1,"Unreviewed, Aug 2009, legacy data of uncertain quality.",,,,,,,,10/7/2015 20:14,http://n2t.net/ark:/65665/3c26df998-48ed-4ba5-9c5d-3c7aa9cb4f6d
,,Inquire Types,Insecta,Hemiptera,Cicadellidae,Aceratagallia truncata Oman,Holotype,,,,,,,United States,California,Los Angeles,Lancaster,,34.6856,-118.157,,"Blanchard, R. A.",2 May 1929 (5.2.29),1,"Unreviewed, Aug 2009, legacy data of uncertain quality.",,,,,,,,10/7/2015 19:38,http://n2t.net/ark:/65665/3b03a9289-2a56-4be1-b536-580f1b912332
